ATC Code,ATC Name,URL
J01DE51,cefepime and beta-lactamase inhibitor,https://atcddd.fhi.no//atc_ddd_index/?code=J01DE51&showdescription=yes
J01DF01,aztreonam,https://atcddd.fhi.no//atc_ddd_index/?code=J01DF01&showdescription=yes
J01DF02,carumonam,https://atcddd.fhi.no//atc_ddd_index/?code=J01DF02&showdescription=yes
J01DF51,aztreonam and beta-lactamase inhibitor,https://atcddd.fhi.no//atc_ddd_index/?code=J01DF51&showdescription=yes
J01DH02,meropenem,https://atcddd.fhi.no//atc_ddd_index/?code=J01DH02&showdescription=yes
J01DH03,ertapenem,https://atcddd.fhi.no//atc_ddd_index/?code=J01DH03&showdescription=yes
J01DH04,doripenem,https://atcddd.fhi.no//atc_ddd_index/?code=J01DH04&showdescription=yes
J01DH05,biapenem,https://atcddd.fhi.no//atc_ddd_index/?code=J01DH05&showdescription=yes
J01DH06,tebipenem pivoxil,https://atcddd.fhi.no//atc_ddd_index/?code=J01DH06&showdescription=yes
J01DH51,imipenem and cilastatin,https://atcddd.fhi.no//atc_ddd_index/?code=J01DH51&showdescription=yes
J01DH52,meropenem and vaborbactam,https://atcddd.fhi.no//atc_ddd_index/?code=J01DH52&showdescription=yes
J01DH55,panipenem and betamipron,https://atcddd.fhi.no//atc_ddd_index/?code=J01DH55&showdescription=yes
J01DH56,"imipenem, cilastatin and relebactam",https://atcddd.fhi.no//atc_ddd_index/?code=J01DH56&showdescription=yes
J01DI01,ceftobiprole medocaril,https://atcddd.fhi.no//atc_ddd_index/?code=J01DI01&showdescription=yes
J01DI02,ceftaroline fosamil,https://atcddd.fhi.no//atc_ddd_index/?code=J01DI02&showdescription=yes
J01DI03,faropenem,https://atcddd.fhi.no//atc_ddd_index/?code=J01DI03&showdescription=yes
J01DI04,cefiderocol,https://atcddd.fhi.no//atc_ddd_index/?code=J01DI04&showdescription=yes
J01DI54,ceftolozane and beta-lactamase inhibitor,https://atcddd.fhi.no//atc_ddd_index/?code=J01DI54&showdescription=yes
J01EA,Trimethoprim and derivatives,https://atcddd.fhi.no//atc_ddd_index/?code=J01EA&showdescription=no
J01EB,Short-acting sulfonamides,https://atcddd.fhi.no//atc_ddd_index/?code=J01EB&showdescription=no
J01EC,Intermediate-acting sulfonamides,https://atcddd.fhi.no//atc_ddd_index/?code=J01EC&showdescription=no
J01ED,Long-acting sulfonamides,https://atcddd.fhi.no//atc_ddd_index/?code=J01ED&showdescription=no
J01EE,"Combinations of sulfonamides and trimethoprim, incl. derivatives",https://atcddd.fhi.no//atc_ddd_index/?code=J01EE&showdescription=no
J01EA01,trimethoprim,https://atcddd.fhi.no//atc_ddd_index/?code=J01EA01&showdescription=yes
J01EA02,brodimoprim,https://atcddd.fhi.no//atc_ddd_index/?code=J01EA02&showdescription=yes
J01EA03,iclaprim,https://atcddd.fhi.no//atc_ddd_index/?code=J01EA03&showdescription=yes
J01EB01,sulfaisodimidine,https://atcddd.fhi.no//atc_ddd_index/?code=J01EB01&showdescription=yes
J01EB02,sulfamethizole,https://atcddd.fhi.no//atc_ddd_index/?code=J01EB02&showdescription=yes
J01EB03,sulfadimidine,https://atcddd.fhi.no//atc_ddd_index/?code=J01EB03&showdescription=yes
J01EB04,sulfapyridine,https://atcddd.fhi.no//atc_ddd_index/?code=J01EB04&showdescription=yes
J01EB05,sulfafurazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01EB05&showdescription=yes
J01EB06,sulfanilamide,https://atcddd.fhi.no//atc_ddd_index/?code=J01EB06&showdescription=yes
J01EB07,sulfathiazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01EB07&showdescription=yes
J01EB08,sulfathiourea,https://atcddd.fhi.no//atc_ddd_index/?code=J01EB08&showdescription=yes
J01EB20,combinations,https://atcddd.fhi.no//atc_ddd_index/?code=J01EB20&showdescription=yes
J01EC01,sulfamethoxazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01EC01&showdescription=yes
J01EC02,sulfadiazine,https://atcddd.fhi.no//atc_ddd_index/?code=J01EC02&showdescription=yes
J01EC03,sulfamoxole,https://atcddd.fhi.no//atc_ddd_index/?code=J01EC03&showdescription=yes
J01EC20,combinations,https://atcddd.fhi.no//atc_ddd_index/?code=J01EC20&showdescription=yes
J01ED01,sulfadimethoxine,https://atcddd.fhi.no//atc_ddd_index/?code=J01ED01&showdescription=yes
J01ED02,sulfalene,https://atcddd.fhi.no//atc_ddd_index/?code=J01ED02&showdescription=yes
J01ED03,sulfametomidine,https://atcddd.fhi.no//atc_ddd_index/?code=J01ED03&showdescription=yes
J01ED04,sulfametoxydiazine,https://atcddd.fhi.no//atc_ddd_index/?code=J01ED04&showdescription=yes
J01ED05,sulfamethoxypyridazine,https://atcddd.fhi.no//atc_ddd_index/?code=J01ED05&showdescription=yes
J01ED06,sulfaperin,https://atcddd.fhi.no//atc_ddd_index/?code=J01ED06&showdescription=yes
J01ED07,sulfamerazine,https://atcddd.fhi.no//atc_ddd_index/?code=J01ED07&showdescription=yes
J01ED08,sulfaphenazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01ED08&showdescription=yes
J01ED09,sulfamazone,https://atcddd.fhi.no//atc_ddd_index/?code=J01ED09&showdescription=yes
J01ED20,combinations,https://atcddd.fhi.no//atc_ddd_index/?code=J01ED20&showdescription=yes
J01EE01,sulfamethoxazole and trimethoprim,https://atcddd.fhi.no//atc_ddd_index/?code=J01EE01&showdescription=yes
J01EE02,sulfadiazine and trimethoprim,https://atcddd.fhi.no//atc_ddd_index/?code=J01EE02&showdescription=yes
J01EE03,sulfametrole and trimethoprim,https://atcddd.fhi.no//atc_ddd_index/?code=J01EE03&showdescription=yes
J01EE04,sulfamoxole and trimethoprim,https://atcddd.fhi.no//atc_ddd_index/?code=J01EE04&showdescription=yes
J01EE05,sulfadimidine and trimethoprim,https://atcddd.fhi.no//atc_ddd_index/?code=J01EE05&showdescription=yes
J01EE06,sulfadiazine and tetroxoprim,https://atcddd.fhi.no//atc_ddd_index/?code=J01EE06&showdescription=yes
J01EE07,sulfamerazine and trimethoprim,https://atcddd.fhi.no//atc_ddd_index/?code=J01EE07&showdescription=yes
J01FA,Macrolides,https://atcddd.fhi.no//atc_ddd_index/?code=J01FA&showdescription=no
J01FF,Lincosamides,https://atcddd.fhi.no//atc_ddd_index/?code=J01FF&showdescription=no
J01FG,Streptogramins,https://atcddd.fhi.no//atc_ddd_index/?code=J01FG&showdescription=no
J01FA01,erythromycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FA01&showdescription=yes
J01FA02,spiramycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FA02&showdescription=yes
J01FA03,midecamycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FA03&showdescription=yes
J01FA05,oleandomycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FA05&showdescription=yes
J01FA06,roxithromycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FA06&showdescription=yes
J01FA07,josamycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FA07&showdescription=yes
J01FA08,troleandomycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FA08&showdescription=yes
J01FA09,clarithromycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FA09&showdescription=yes
J01FA10,azithromycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FA10&showdescription=yes
J01FA11,miocamycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FA11&showdescription=yes
J01FA12,rokitamycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FA12&showdescription=yes
J01FA13,dirithromycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FA13&showdescription=yes
J01FA14,flurithromycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FA14&showdescription=yes
J01FA15,telithromycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FA15&showdescription=yes
J01FA16,solithromycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FA16&showdescription=yes
J01FF01,clindamycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FF01&showdescription=yes
J01FF02,lincomycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FF02&showdescription=yes
J01FG01,pristinamycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FG01&showdescription=yes
J01FG02,quinupristin/dalfopristin,https://atcddd.fhi.no//atc_ddd_index/?code=J01FG02&showdescription=yes
J01GA,Streptomycins,https://atcddd.fhi.no//atc_ddd_index/?code=J01GA&showdescription=no
J01GB,Other aminoglycosides,https://atcddd.fhi.no//atc_ddd_index/?code=J01GB&showdescription=no
J01GA01,streptomycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01GA01&showdescription=yes
J01GA02,streptoduocin,https://atcddd.fhi.no//atc_ddd_index/?code=J01GA02&showdescription=yes
J01GB01,tobramycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01GB01&showdescription=yes
J01GB03,gentamicin,https://atcddd.fhi.no//atc_ddd_index/?code=J01GB03&showdescription=yes
J01GB04,kanamycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01GB04&showdescription=yes
J01GB05,neomycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01GB05&showdescription=yes
J01GB06,amikacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01GB06&showdescription=yes
J01GB07,netilmicin,https://atcddd.fhi.no//atc_ddd_index/?code=J01GB07&showdescription=yes
J01GB08,sisomicin,https://atcddd.fhi.no//atc_ddd_index/?code=J01GB08&showdescription=yes
J01GB09,dibekacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01GB09&showdescription=yes
J01GB10,ribostamycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01GB10&showdescription=yes
J01GB11,isepamicin,https://atcddd.fhi.no//atc_ddd_index/?code=J01GB11&showdescription=yes
J01GB12,arbekacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01GB12&showdescription=yes
J01GB13,bekanamycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01GB13&showdescription=yes
J01GB14,plazomicin,https://atcddd.fhi.no//atc_ddd_index/?code=J01GB14&showdescription=yes
J01MA,Fluoroquinolones,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA&showdescription=no
J01MB,Other quinolones,https://atcddd.fhi.no//atc_ddd_index/?code=J01MB&showdescription=no
J01MA01,ofloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA01&showdescription=yes
J01MA02,ciprofloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA02&showdescription=yes
J01MA03,pefloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA03&showdescription=yes
J01MA04,enoxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA04&showdescription=yes
J01MA05,temafloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA05&showdescription=yes
J01MA06,norfloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA06&showdescription=yes
J01MA07,lomefloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA07&showdescription=yes
J01MA08,fleroxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA08&showdescription=yes
J01MA09,sparfloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA09&showdescription=yes
J01MA10,rufloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA10&showdescription=yes
J01MA11,grepafloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA11&showdescription=yes
J01MA12,levofloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA12&showdescription=yes
J01MA13,trovafloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA13&showdescription=yes
J01MA14,moxifloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA14&showdescription=yes
J01MA15,gemifloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA15&showdescription=yes
J01MA16,gatifloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA16&showdescription=yes
J01MA17,prulifloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA17&showdescription=yes
J01MA18,pazufloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA18&showdescription=yes
J01MA19,garenoxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA19&showdescription=yes
J01MA21,sitafloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA21&showdescription=yes
J01MA22,tosufloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA22&showdescription=yes
J01MA23,delafloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA23&showdescription=yes
J01MA24,levonadifloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA24&showdescription=yes
J01MA25,lascufloxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MA25&showdescription=yes
J01MB01,rosoxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MB01&showdescription=yes
J01MB02,nalidixic acid,https://atcddd.fhi.no//atc_ddd_index/?code=J01MB02&showdescription=yes
J01MB03,piromidic acid,https://atcddd.fhi.no//atc_ddd_index/?code=J01MB03&showdescription=yes
J01MB04,pipemidic acid,https://atcddd.fhi.no//atc_ddd_index/?code=J01MB04&showdescription=yes
J01MB05,oxolinic acid,https://atcddd.fhi.no//atc_ddd_index/?code=J01MB05&showdescription=yes
J01MB06,cinoxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MB06&showdescription=yes
J01MB07,flumequine,https://atcddd.fhi.no//atc_ddd_index/?code=J01MB07&showdescription=yes
J01MB08,nemonoxacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01MB08&showdescription=yes
J01RA,Combinations of antibacterials,https://atcddd.fhi.no//atc_ddd_index/?code=J01RA&showdescription=no
J01RA01,"penicillins, combinations with other antibacterials",https://atcddd.fhi.no//atc_ddd_index/?code=J01RA01&showdescription=yes
J01RA02,"sulfonamides, combinations with other antibacterials (excl. trimethoprim)",https://atcddd.fhi.no//atc_ddd_index/?code=J01RA02&showdescription=yes
J01RA03,cefuroxime and metronidazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01RA03&showdescription=yes
J01RA04,spiramycin and metronidazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01RA04&showdescription=yes
J01RA05,levofloxacin and ornidazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01RA05&showdescription=yes
J01RA06,cefepime and amikacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01RA06&showdescription=yes
J01RA07,"azithromycin, fluconazole and secnidazole",https://atcddd.fhi.no//atc_ddd_index/?code=J01RA07&showdescription=yes
J01RA08,tetracycline and oleandomycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01RA08&showdescription=yes
J01RA09,ofloxacin and ornidazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01RA09&showdescription=yes
J01RA10,ciprofloxacin and metronidazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01RA10&showdescription=yes
J01RA11,ciprofloxacin and tinidazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01RA11&showdescription=yes
J01RA12,ciprofloxacin and ornidazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01RA12&showdescription=yes
J01RA13,norfloxacin and tinidazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01RA13&showdescription=yes
J01RA14,norfloxacin and metronidazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01RA14&showdescription=yes
J01RA15,cefixime and ornidazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01RA15&showdescription=yes
J01RA16,cefixime and azithromycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01RA16&showdescription=yes
J01RA17,ofloxacin and nitazoxanide,https://atcddd.fhi.no//atc_ddd_index/?code=J01RA17&showdescription=yes
J01RA18,ofloxacin and tinidazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01RA18&showdescription=yes
J01RA19,tetracycline and nystatin,https://atcddd.fhi.no//atc_ddd_index/?code=J01RA19&showdescription=yes
J01XA,Glycopeptide antibacterials,https://atcddd.fhi.no//atc_ddd_index/?code=J01XA&showdescription=no
J01XB,Polymyxins,https://atcddd.fhi.no//atc_ddd_index/?code=J01XB&showdescription=no
J01XC,Steroid antibacterials,https://atcddd.fhi.no//atc_ddd_index/?code=J01XC&showdescription=no
J01XD,Imidazole derivatives,https://atcddd.fhi.no//atc_ddd_index/?code=J01XD&showdescription=no
J01XE,Nitrofuran derivatives,https://atcddd.fhi.no//atc_ddd_index/?code=J01XE&showdescription=no
J01XX,Other antibacterials,https://atcddd.fhi.no//atc_ddd_index/?code=J01XX&showdescription=no
J01XA01,vancomycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01XA01&showdescription=yes
J01XA02,teicoplanin,https://atcddd.fhi.no//atc_ddd_index/?code=J01XA02&showdescription=yes
J01XA03,telavancin,https://atcddd.fhi.no//atc_ddd_index/?code=J01XA03&showdescription=yes
J01XA04,dalbavancin,https://atcddd.fhi.no//atc_ddd_index/?code=J01XA04&showdescription=yes
J01XA05,oritavancin,https://atcddd.fhi.no//atc_ddd_index/?code=J01XA05&showdescription=yes
J01XB01,colistin,https://atcddd.fhi.no//atc_ddd_index/?code=J01XB01&showdescription=yes
J01XB02,polymyxin B,https://atcddd.fhi.no//atc_ddd_index/?code=J01XB02&showdescription=yes
J01XC01,fusidic acid,https://atcddd.fhi.no//atc_ddd_index/?code=J01XC01&showdescription=yes
J01XD01,metronidazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01XD01&showdescription=yes
J01XD02,tinidazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01XD02&showdescription=yes
J01XD03,ornidazole,https://atcddd.fhi.no//atc_ddd_index/?code=J01XD03&showdescription=yes
J01XE01,nitrofurantoin,https://atcddd.fhi.no//atc_ddd_index/?code=J01XE01&showdescription=yes
J01XE02,nifurtoinol,https://atcddd.fhi.no//atc_ddd_index/?code=J01XE02&showdescription=yes
J01XE03,furazidin,https://atcddd.fhi.no//atc_ddd_index/?code=J01XE03&showdescription=yes
J01XE51,"nitrofurantoin, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=J01XE51&showdescription=yes
J01XX01,fosfomycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01XX01&showdescription=yes
J01XX02,xibornol,https://atcddd.fhi.no//atc_ddd_index/?code=J01XX02&showdescription=yes
J01XX03,clofoctol,https://atcddd.fhi.no//atc_ddd_index/?code=J01XX03&showdescription=yes
J01XX04,spectinomycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01XX04&showdescription=yes
J01XX05,methenamine,https://atcddd.fhi.no//atc_ddd_index/?code=J01XX05&showdescription=yes
J01XX06,mandelic acid,https://atcddd.fhi.no//atc_ddd_index/?code=J01XX06&showdescription=yes
J01XX07,nitroxoline,https://atcddd.fhi.no//atc_ddd_index/?code=J01XX07&showdescription=yes
J01XX08,linezolid,https://atcddd.fhi.no//atc_ddd_index/?code=J01XX08&showdescription=yes
J01XX09,daptomycin,https://atcddd.fhi.no//atc_ddd_index/?code=J01XX09&showdescription=yes
J01XX10,bacitracin,https://atcddd.fhi.no//atc_ddd_index/?code=J01XX10&showdescription=yes
J01XX11,tedizolid,https://atcddd.fhi.no//atc_ddd_index/?code=J01XX11&showdescription=yes
J01XX12,lefamulin,https://atcddd.fhi.no//atc_ddd_index/?code=J01XX12&showdescription=yes
J01XX13,gepotidacin,https://atcddd.fhi.no//atc_ddd_index/?code=J01XX13&showdescription=yes
J02A,ANTIMYCOTICS FOR SYSTEMIC USE,https://atcddd.fhi.no//atc_ddd_index/?code=J02A&showdescription=no
J02AA,Antibiotics,https://atcddd.fhi.no//atc_ddd_index/?code=J02AA&showdescription=no
J02AB,Imidazole derivatives,https://atcddd.fhi.no//atc_ddd_index/?code=J02AB&showdescription=no
J02AC,Triazole and tetrazole derivatives,https://atcddd.fhi.no//atc_ddd_index/?code=J02AC&showdescription=no
J02AX,Other antimycotics for systemic use,https://atcddd.fhi.no//atc_ddd_index/?code=J02AX&showdescription=no
J02AA01,amphotericin B,https://atcddd.fhi.no//atc_ddd_index/?code=J02AA01&showdescription=yes
J02AA02,hachimycin,https://atcddd.fhi.no//atc_ddd_index/?code=J02AA02&showdescription=yes
J02AB01,miconazole,https://atcddd.fhi.no//atc_ddd_index/?code=J02AB01&showdescription=yes
J02AB02,ketoconazole,https://atcddd.fhi.no//atc_ddd_index/?code=J02AB02&showdescription=yes
J02AC01,fluconazole,https://atcddd.fhi.no//atc_ddd_index/?code=J02AC01&showdescription=yes
J02AC02,itraconazole,https://atcddd.fhi.no//atc_ddd_index/?code=J02AC02&showdescription=yes
J02AC03,voriconazole,https://atcddd.fhi.no//atc_ddd_index/?code=J02AC03&showdescription=yes
J02AC04,posaconazole,https://atcddd.fhi.no//atc_ddd_index/?code=J02AC04&showdescription=yes
J02AC05,isavuconazole,https://atcddd.fhi.no//atc_ddd_index/?code=J02AC05&showdescription=yes
J02AC06,oteseconazole,https://atcddd.fhi.no//atc_ddd_index/?code=J02AC06&showdescription=yes
J02AX01,flucytosine,https://atcddd.fhi.no//atc_ddd_index/?code=J02AX01&showdescription=yes
J02AX04,caspofungin,https://atcddd.fhi.no//atc_ddd_index/?code=J02AX04&showdescription=yes
J02AX05,micafungin,https://atcddd.fhi.no//atc_ddd_index/?code=J02AX05&showdescription=yes
J02AX06,anidulafungin,https://atcddd.fhi.no//atc_ddd_index/?code=J02AX06&showdescription=yes
J02AX07,ibrexafungerp,https://atcddd.fhi.no//atc_ddd_index/?code=J02AX07&showdescription=yes
J02AX08,rezafungin acetate,https://atcddd.fhi.no//atc_ddd_index/?code=J02AX08&showdescription=yes
J04A,DRUGS FOR TREATMENT OF TUBERCULOSIS,https://atcddd.fhi.no//atc_ddd_index/?code=J04A&showdescription=no
J04B,DRUGS FOR TREATMENT OF LEPRA,https://atcddd.fhi.no//atc_ddd_index/?code=J04B&showdescription=no
J04AA,Aminosalicylic acid and derivatives,https://atcddd.fhi.no//atc_ddd_index/?code=J04AA&showdescription=no
J04AB,Antibiotics,https://atcddd.fhi.no//atc_ddd_index/?code=J04AB&showdescription=no
J04AC,Hydrazides,https://atcddd.fhi.no//atc_ddd_index/?code=J04AC&showdescription=no
J04AD,Thiocarbamide derivatives,https://atcddd.fhi.no//atc_ddd_index/?code=J04AD&showdescription=no
J04AK,Other drugs for treatment of tuberculosis,https://atcddd.fhi.no//atc_ddd_index/?code=J04AK&showdescription=no
J04AM,Combinations of drugs for treatment of tuberculosis,https://atcddd.fhi.no//atc_ddd_index/?code=J04AM&showdescription=no
J04AA01,4-aminosalicylic acid,https://atcddd.fhi.no//atc_ddd_index/?code=J04AA01&showdescription=yes
J04AA02,sodium aminosalicylate,https://atcddd.fhi.no//atc_ddd_index/?code=J04AA02&showdescription=yes
J04AA03,calcium aminosalicylate,https://atcddd.fhi.no//atc_ddd_index/?code=J04AA03&showdescription=yes
J04AB01,cycloserine,https://atcddd.fhi.no//atc_ddd_index/?code=J04AB01&showdescription=yes
J04AB02,rifampicin,https://atcddd.fhi.no//atc_ddd_index/?code=J04AB02&showdescription=yes
J04AB03,rifamycin,https://atcddd.fhi.no//atc_ddd_index/?code=J04AB03&showdescription=yes
J04AB04,rifabutin,https://atcddd.fhi.no//atc_ddd_index/?code=J04AB04&showdescription=yes
J04AB05,rifapentine,https://atcddd.fhi.no//atc_ddd_index/?code=J04AB05&showdescription=yes
J04AB06,enviomycin,https://atcddd.fhi.no//atc_ddd_index/?code=J04AB06&showdescription=yes
J04AB30,capreomycin,https://atcddd.fhi.no//atc_ddd_index/?code=J04AB30&showdescription=yes
J04AC01,isoniazid,https://atcddd.fhi.no//atc_ddd_index/?code=J04AC01&showdescription=yes
J04AC02,ftivazide,https://atcddd.fhi.no//atc_ddd_index/?code=J04AC02&showdescription=yes
J04AC51,"isoniazid, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=J04AC51&showdescription=yes
J04AD01,protionamide,https://atcddd.fhi.no//atc_ddd_index/?code=J04AD01&showdescription=yes
J04AD02,tiocarlide,https://atcddd.fhi.no//atc_ddd_index/?code=J04AD02&showdescription=yes
J04AD03,ethionamide,https://atcddd.fhi.no//atc_ddd_index/?code=J04AD03&showdescription=yes
J04AK01,pyrazinamide,https://atcddd.fhi.no//atc_ddd_index/?code=J04AK01&showdescription=yes
J04AK02,ethambutol,https://atcddd.fhi.no//atc_ddd_index/?code=J04AK02&showdescription=yes
J04AK03,terizidone,https://atcddd.fhi.no//atc_ddd_index/?code=J04AK03&showdescription=yes
J04AK04,morinamide,https://atcddd.fhi.no//atc_ddd_index/?code=J04AK04&showdescription=yes
J04AK05,bedaquiline,https://atcddd.fhi.no//atc_ddd_index/?code=J04AK05&showdescription=yes
J04AK06,delamanid,https://atcddd.fhi.no//atc_ddd_index/?code=J04AK06&showdescription=yes
J04AK07,thioacetazone,https://atcddd.fhi.no//atc_ddd_index/?code=J04AK07&showdescription=yes
J04AK08,pretomanid,https://atcddd.fhi.no//atc_ddd_index/?code=J04AK08&showdescription=yes
J04AM01,streptomycin and isoniazid,https://atcddd.fhi.no//atc_ddd_index/?code=J04AM01&showdescription=yes
J04AM02,rifampicin and isoniazid,https://atcddd.fhi.no//atc_ddd_index/?code=J04AM02&showdescription=yes
J04AM03,ethambutol and isoniazid,https://atcddd.fhi.no//atc_ddd_index/?code=J04AM03&showdescription=yes
J04AM04,thioacetazone and isoniazid,https://atcddd.fhi.no//atc_ddd_index/?code=J04AM04&showdescription=yes
J04AM05,"rifampicin, pyrazinamide and isoniazid",https://atcddd.fhi.no//atc_ddd_index/?code=J04AM05&showdescription=yes
J04AM06,"rifampicin, pyrazinamide, ethambutol and isoniazid",https://atcddd.fhi.no//atc_ddd_index/?code=J04AM06&showdescription=yes
J04AM07,"rifampicin, ethambutol and isoniazid",https://atcddd.fhi.no//atc_ddd_index/?code=J04AM07&showdescription=yes
J04AM08,"isoniazid, sulfamethoxazole and trimethoprim",https://atcddd.fhi.no//atc_ddd_index/?code=J04AM08&showdescription=yes
J04AM09,"pyrazinamide, ethambutol, isoniazid and lomefloxacin",https://atcddd.fhi.no//atc_ddd_index/?code=J04AM09&showdescription=yes
J04AM10,"pyrazinamide, ethambutol, protionamide and lomefloxacin",https://atcddd.fhi.no//atc_ddd_index/?code=J04AM10&showdescription=yes
J04AM11,"rifabutin, pyrazinamide and protionamide",https://atcddd.fhi.no//atc_ddd_index/?code=J04AM11&showdescription=yes
J04AM12,"rifampicin, pyrazinamide, isoniazid and levofloxacin",https://atcddd.fhi.no//atc_ddd_index/?code=J04AM12&showdescription=yes
J04BA,Drugs for treatment of lepra,https://atcddd.fhi.no//atc_ddd_index/?code=J04BA&showdescription=no
J04BA01,clofazimine,https://atcddd.fhi.no//atc_ddd_index/?code=J04BA01&showdescription=yes
J04BA02,dapsone,https://atcddd.fhi.no//atc_ddd_index/?code=J04BA02&showdescription=yes
J04BA03,aldesulfone sodium,https://atcddd.fhi.no//atc_ddd_index/?code=J04BA03&showdescription=yes
J04BA50,dapsone and rifampicin,https://atcddd.fhi.no//atc_ddd_index/?code=J04BA50&showdescription=yes
J04BA51,"dapsone, rifampicin and clofazimine",https://atcddd.fhi.no//atc_ddd_index/?code=J04BA51&showdescription=yes
J05A,DIRECT ACTING ANTIVIRALS,https://atcddd.fhi.no//atc_ddd_index/?code=J05A&showdescription=no
J05AA,Thiosemicarbazones,https://atcddd.fhi.no//atc_ddd_index/?code=J05AA&showdescription=no
J05AB,Nucleosides and nucleotides excl. reverse transcriptase inhibitors,https://atcddd.fhi.no//atc_ddd_index/?code=J05AB&showdescription=no
J05AC,Cyclic amines,https://atcddd.fhi.no//atc_ddd_index/?code=J05AC&showdescription=no
