ATC Code,ATC Name,URL
A12CC04,magnesium citrate,https://atcddd.fhi.no//atc_ddd_index/?code=A12CC04&showdescription=yes
A12CC05,magnesium aspartate,https://atcddd.fhi.no//atc_ddd_index/?code=A12CC05&showdescription=yes
A12CC06,magnesium lactate,https://atcddd.fhi.no//atc_ddd_index/?code=A12CC06&showdescription=yes
A12CC07,magnesium levulinate,https://atcddd.fhi.no//atc_ddd_index/?code=A12CC07&showdescription=yes
A12CC08,magnesium pidolate,https://atcddd.fhi.no//atc_ddd_index/?code=A12CC08&showdescription=yes
A12CC09,magnesium orotate,https://atcddd.fhi.no//atc_ddd_index/?code=A12CC09&showdescription=yes
A12CC10,magnesium oxide,https://atcddd.fhi.no//atc_ddd_index/?code=A12CC10&showdescription=yes
A12CC30,magnesium (different salts in combination),https://atcddd.fhi.no//atc_ddd_index/?code=A12CC30&showdescription=yes
A12CD01,sodium fluoride,https://atcddd.fhi.no//atc_ddd_index/?code=A12CD01&showdescription=yes
A12CD02,sodium monofluorophosphate,https://atcddd.fhi.no//atc_ddd_index/?code=A12CD02&showdescription=yes
A12CD51,"fluoride, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=A12CD51&showdescription=yes
A12CE01,sodium selenate,https://atcddd.fhi.no//atc_ddd_index/?code=A12CE01&showdescription=yes
A12CE02,sodium selenite,https://atcddd.fhi.no//atc_ddd_index/?code=A12CE02&showdescription=yes
A13A,TONICS,https://atcddd.fhi.no//atc_ddd_index/?code=A13A&showdescription=no
A14A,ANABOLIC STEROIDS,https://atcddd.fhi.no//atc_ddd_index/?code=A14A&showdescription=no
A14B,OTHER ANABOLIC AGENTS,https://atcddd.fhi.no//atc_ddd_index/?code=A14B&showdescription=no
A14AA,Androstan derivatives,https://atcddd.fhi.no//atc_ddd_index/?code=A14AA&showdescription=no
A14AB,Estren derivatives,https://atcddd.fhi.no//atc_ddd_index/?code=A14AB&showdescription=no
A14AA01,androstanolone,https://atcddd.fhi.no//atc_ddd_index/?code=A14AA01&showdescription=yes
A14AA02,stanozolol,https://atcddd.fhi.no//atc_ddd_index/?code=A14AA02&showdescription=yes
A14AA03,metandienone,https://atcddd.fhi.no//atc_ddd_index/?code=A14AA03&showdescription=yes
A14AA04,metenolone,https://atcddd.fhi.no//atc_ddd_index/?code=A14AA04&showdescription=yes
A14AA05,oxymetholone,https://atcddd.fhi.no//atc_ddd_index/?code=A14AA05&showdescription=yes
A14AA06,quinbolone,https://atcddd.fhi.no//atc_ddd_index/?code=A14AA06&showdescription=yes
A14AA07,prasterone,https://atcddd.fhi.no//atc_ddd_index/?code=A14AA07&showdescription=yes
A14AA08,oxandrolone,https://atcddd.fhi.no//atc_ddd_index/?code=A14AA08&showdescription=yes
A14AA09,norethandrolone,https://atcddd.fhi.no//atc_ddd_index/?code=A14AA09&showdescription=yes
A14AB01,nandrolone,https://atcddd.fhi.no//atc_ddd_index/?code=A14AB01&showdescription=yes
A14AB02,ethylestrenol,https://atcddd.fhi.no//atc_ddd_index/?code=A14AB02&showdescription=yes
A14AB03,oxabolone cipionate,https://atcddd.fhi.no//atc_ddd_index/?code=A14AB03&showdescription=yes
A16A,OTHER ALIMENTARY TRACT AND METABOLISM PRODUCTS,https://atcddd.fhi.no//atc_ddd_index/?code=A16A&showdescription=no
A16AA,Amino acids and derivatives,https://atcddd.fhi.no//atc_ddd_index/?code=A16AA&showdescription=no
A16AB,Enzymes,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB&showdescription=no
A16AX,Various alimentary tract and metabolism products,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX&showdescription=no
A16AA01,levocarnitine,https://atcddd.fhi.no//atc_ddd_index/?code=A16AA01&showdescription=yes
A16AA02,ademetionine,https://atcddd.fhi.no//atc_ddd_index/?code=A16AA02&showdescription=yes
A16AA03,glutamine,https://atcddd.fhi.no//atc_ddd_index/?code=A16AA03&showdescription=yes
A16AA04,mercaptamine,https://atcddd.fhi.no//atc_ddd_index/?code=A16AA04&showdescription=yes
A16AA05,carglumic acid,https://atcddd.fhi.no//atc_ddd_index/?code=A16AA05&showdescription=yes
A16AA06,betaine,https://atcddd.fhi.no//atc_ddd_index/?code=A16AA06&showdescription=yes
A16AA07,metreleptin,https://atcddd.fhi.no//atc_ddd_index/?code=A16AA07&showdescription=yes
A16AB01,alglucerase,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB01&showdescription=yes
A16AB02,imiglucerase,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB02&showdescription=yes
A16AB03,agalsidase alfa,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB03&showdescription=yes
A16AB04,agalsidase beta,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB04&showdescription=yes
A16AB05,laronidase,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB05&showdescription=yes
A16AB06,sacrosidase,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB06&showdescription=yes
A16AB07,alglucosidase alfa,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB07&showdescription=yes
A16AB08,galsulfase,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB08&showdescription=yes
A16AB09,idursulfase,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB09&showdescription=yes
A16AB10,velaglucerase alfa,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB10&showdescription=yes
A16AB11,taliglucerase alfa,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB11&showdescription=yes
A16AB12,elosulfase alfa,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB12&showdescription=yes
A16AB13,asfotase alfa,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB13&showdescription=yes
A16AB14,sebelipase alfa,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB14&showdescription=yes
A16AB15,velmanase alfa,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB15&showdescription=yes
A16AB16,idursulfase beta,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB16&showdescription=yes
A16AB17,cerliponase alfa,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB17&showdescription=yes
A16AB18,vestronidase alfa,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB18&showdescription=yes
A16AB19,pegvaliase,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB19&showdescription=yes
A16AB20,pegunigalsidase alfa,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB20&showdescription=yes
A16AB21,atidarsagene autotemcel,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB21&showdescription=yes
A16AB22,avalglucosidase alfa,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB22&showdescription=yes
A16AB23,cipaglucosidase alfa,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB23&showdescription=yes
A16AB24,pegzilarginase,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB24&showdescription=yes
A16AB25,olipudase alfa,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB25&showdescription=yes
A16AB26,eladocagene exuparvovec,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB26&showdescription=yes
A16AB27,pabinafusp alfa,https://atcddd.fhi.no//atc_ddd_index/?code=A16AB27&showdescription=yes
A16AX01,thioctic acid,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX01&showdescription=yes
A16AX02,anethole trithione,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX02&showdescription=yes
A16AX03,sodium phenylbutyrate,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX03&showdescription=yes
A16AX04,nitisinone,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX04&showdescription=yes
A16AX05,zinc acetate,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX05&showdescription=yes
A16AX06,miglustat,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX06&showdescription=yes
A16AX07,sapropterin,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX07&showdescription=yes
A16AX08,teduglutide,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX08&showdescription=yes
A16AX09,glycerol phenylbutyrate,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX09&showdescription=yes
A16AX10,eliglustat,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX10&showdescription=yes
A16AX11,sodium benzoate,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX11&showdescription=yes
A16AX12,trientine,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX12&showdescription=yes
A16AX13,uridine triacetate,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX13&showdescription=yes
A16AX14,migalastat,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX14&showdescription=yes
A16AX15,telotristat,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX15&showdescription=yes
A16AX16,givosiran,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX16&showdescription=yes
A16AX17,triheptanoin,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX17&showdescription=yes
A16AX18,lumasiran,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX18&showdescription=yes
A16AX19,fosdenopterin,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX19&showdescription=yes
A16AX20,lonafarnib,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX20&showdescription=yes
A16AX21,elivaldogene autotemcel,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX21&showdescription=yes
A16AX22,tiomolibdic acid,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX22&showdescription=yes
A16AX23,leriglitazone,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX23&showdescription=yes
A16AX24,govorestat,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX24&showdescription=yes
A16AX25,nedosiran,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX25&showdescription=yes
A16AX30,sodium benzoate and sodium phenylacetate,https://atcddd.fhi.no//atc_ddd_index/?code=A16AX30&showdescription=yes
B01,ANTITHROMBOTIC AGENTS,https://atcddd.fhi.no//atc_ddd_index/?code=B01&showdescription=no
B02,ANTIHEMORRHAGICS,https://atcddd.fhi.no//atc_ddd_index/?code=B02&showdescription=no
B03,ANTIANEMIC PREPARATIONS,https://atcddd.fhi.no//atc_ddd_index/?code=B03&showdescription=no
B05,BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS,https://atcddd.fhi.no//atc_ddd_index/?code=B05&showdescription=no
B06,OTHER HEMATOLOGICAL AGENTS,https://atcddd.fhi.no//atc_ddd_index/?code=B06&showdescription=no
B01A,ANTITHROMBOTIC AGENTS,https://atcddd.fhi.no//atc_ddd_index/?code=B01A&showdescription=no
B01AA,Vitamin K antagonists,https://atcddd.fhi.no//atc_ddd_index/?code=B01AA&showdescription=no
B01AB,Heparin group,https://atcddd.fhi.no//atc_ddd_index/?code=B01AB&showdescription=no
B01AC,Platelet aggregation inhibitors excl. heparin,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC&showdescription=no
B01AD,Enzymes,https://atcddd.fhi.no//atc_ddd_index/?code=B01AD&showdescription=no
B01AE,Direct thrombin inhibitors,https://atcddd.fhi.no//atc_ddd_index/?code=B01AE&showdescription=no
B01AF,Direct factor Xa inhibitors,https://atcddd.fhi.no//atc_ddd_index/?code=B01AF&showdescription=no
B01AX,Other antithrombotic agents,https://atcddd.fhi.no//atc_ddd_index/?code=B01AX&showdescription=no
B01AA01,dicoumarol,https://atcddd.fhi.no//atc_ddd_index/?code=B01AA01&showdescription=yes
B01AA02,phenindione,https://atcddd.fhi.no//atc_ddd_index/?code=B01AA02&showdescription=yes
B01AA03,warfarin,https://atcddd.fhi.no//atc_ddd_index/?code=B01AA03&showdescription=yes
B01AA04,phenprocoumon,https://atcddd.fhi.no//atc_ddd_index/?code=B01AA04&showdescription=yes
B01AA07,acenocoumarol,https://atcddd.fhi.no//atc_ddd_index/?code=B01AA07&showdescription=yes
B01AA08,ethyl biscoumacetate,https://atcddd.fhi.no//atc_ddd_index/?code=B01AA08&showdescription=yes
B01AA09,clorindione,https://atcddd.fhi.no//atc_ddd_index/?code=B01AA09&showdescription=yes
B01AA10,diphenadione,https://atcddd.fhi.no//atc_ddd_index/?code=B01AA10&showdescription=yes
B01AA11,tioclomarol,https://atcddd.fhi.no//atc_ddd_index/?code=B01AA11&showdescription=yes
B01AA12,fluindione,https://atcddd.fhi.no//atc_ddd_index/?code=B01AA12&showdescription=yes
B01AB01,heparin,https://atcddd.fhi.no//atc_ddd_index/?code=B01AB01&showdescription=yes
B01AB02,antithrombin III,https://atcddd.fhi.no//atc_ddd_index/?code=B01AB02&showdescription=yes
B01AB04,dalteparin,https://atcddd.fhi.no//atc_ddd_index/?code=B01AB04&showdescription=yes
B01AB05,enoxaparin,https://atcddd.fhi.no//atc_ddd_index/?code=B01AB05&showdescription=yes
B01AB06,nadroparin,https://atcddd.fhi.no//atc_ddd_index/?code=B01AB06&showdescription=yes
B01AB07,parnaparin,https://atcddd.fhi.no//atc_ddd_index/?code=B01AB07&showdescription=yes
B01AB08,reviparin,https://atcddd.fhi.no//atc_ddd_index/?code=B01AB08&showdescription=yes
B01AB09,danaparoid,https://atcddd.fhi.no//atc_ddd_index/?code=B01AB09&showdescription=yes
B01AB10,tinzaparin,https://atcddd.fhi.no//atc_ddd_index/?code=B01AB10&showdescription=yes
B01AB11,sulodexide,https://atcddd.fhi.no//atc_ddd_index/?code=B01AB11&showdescription=yes
B01AB12,bemiparin,https://atcddd.fhi.no//atc_ddd_index/?code=B01AB12&showdescription=yes
B01AB51,"heparin, combinations",https://atcddd.fhi.no//atc_ddd_index/?code=B01AB51&showdescription=yes
B01AC01,ditazole,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC01&showdescription=yes
B01AC02,cloricromen,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC02&showdescription=yes
B01AC03,picotamide,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC03&showdescription=yes
B01AC04,clopidogrel,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC04&showdescription=yes
B01AC05,ticlopidine,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC05&showdescription=yes
B01AC06,acetylsalicylic acid,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC06&showdescription=yes
B01AC07,dipyridamole,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC07&showdescription=yes
B01AC08,carbasalate calcium,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC08&showdescription=yes
B01AC09,epoprostenol,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC09&showdescription=yes
B01AC10,indobufen,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC10&showdescription=yes
B01AC11,iloprost,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC11&showdescription=yes
B01AC13,abciximab,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC13&showdescription=yes
B01AC15,aloxiprin,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC15&showdescription=yes
B01AC16,eptifibatide,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC16&showdescription=yes
B01AC17,tirofiban,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC17&showdescription=yes
B01AC18,triflusal,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC18&showdescription=yes
B01AC19,beraprost,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC19&showdescription=yes
B01AC21,treprostinil,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC21&showdescription=yes
B01AC22,prasugrel,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC22&showdescription=yes
B01AC23,cilostazol,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC23&showdescription=yes
B01AC24,ticagrelor,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC24&showdescription=yes
B01AC25,cangrelor,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC25&showdescription=yes
B01AC26,vorapaxar,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC26&showdescription=yes
B01AC27,selexipag,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC27&showdescription=yes
B01AC28,limaprost,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC28&showdescription=yes
B01AC30,combinations,https://atcddd.fhi.no//atc_ddd_index/?code=B01AC30&showdescription=yes
B01AC56,"acetylsalicylic acid, combinations with proton pump inhibitors",https://atcddd.fhi.no//atc_ddd_index/?code=B01AC56&showdescription=yes
B01AD01,streptokinase,https://atcddd.fhi.no//atc_ddd_index/?code=B01AD01&showdescription=yes
B01AD02,alteplase,https://atcddd.fhi.no//atc_ddd_index/?code=B01AD02&showdescription=yes
B01AD03,anistreplase,https://atcddd.fhi.no//atc_ddd_index/?code=B01AD03&showdescription=yes
B01AD04,urokinase,https://atcddd.fhi.no//atc_ddd_index/?code=B01AD04&showdescription=yes
B01AD05,fibrinolysin,https://atcddd.fhi.no//atc_ddd_index/?code=B01AD05&showdescription=yes
B01AD06,brinase,https://atcddd.fhi.no//atc_ddd_index/?code=B01AD06&showdescription=yes
B01AD07,reteplase,https://atcddd.fhi.no//atc_ddd_index/?code=B01AD07&showdescription=yes
B01AD08,saruplase,https://atcddd.fhi.no//atc_ddd_index/?code=B01AD08&showdescription=yes
B01AD09,ancrod,https://atcddd.fhi.no//atc_ddd_index/?code=B01AD09&showdescription=yes
B01AD10,drotrecogin alfa (activated),https://atcddd.fhi.no//atc_ddd_index/?code=B01AD10&showdescription=yes
B01AD11,tenecteplase,https://atcddd.fhi.no//atc_ddd_index/?code=B01AD11&showdescription=yes
B01AD12,protein C,https://atcddd.fhi.no//atc_ddd_index/?code=B01AD12&showdescription=yes
B01AD13,apadamtase alfa and cinaxadamtase alfa,https://atcddd.fhi.no//atc_ddd_index/?code=B01AD13&showdescription=yes
B01AE01,desirudin,https://atcddd.fhi.no//atc_ddd_index/?code=B01AE01&showdescription=yes
B01AE02,lepirudin,https://atcddd.fhi.no//atc_ddd_index/?code=B01AE02&showdescription=yes
B01AE03,argatroban,https://atcddd.fhi.no//atc_ddd_index/?code=B01AE03&showdescription=yes
B01AE04,melagatran,https://atcddd.fhi.no//atc_ddd_index/?code=B01AE04&showdescription=yes
B01AE05,ximelagatran,https://atcddd.fhi.no//atc_ddd_index/?code=B01AE05&showdescription=yes
B01AE06,bivalirudin,https://atcddd.fhi.no//atc_ddd_index/?code=B01AE06&showdescription=yes
B01AE07,dabigatran etexilate,https://atcddd.fhi.no//atc_ddd_index/?code=B01AE07&showdescription=yes
B01AF01,rivaroxaban,https://atcddd.fhi.no//atc_ddd_index/?code=B01AF01&showdescription=yes
B01AF02,apixaban,https://atcddd.fhi.no//atc_ddd_index/?code=B01AF02&showdescription=yes
B01AF03,edoxaban,https://atcddd.fhi.no//atc_ddd_index/?code=B01AF03&showdescription=yes
B01AF04,betrixaban,https://atcddd.fhi.no//atc_ddd_index/?code=B01AF04&showdescription=yes
B01AF51,rivaroxaban and acetylsalicylic acid,https://atcddd.fhi.no//atc_ddd_index/?code=B01AF51&showdescription=yes
B01AX01,defibrotide,https://atcddd.fhi.no//atc_ddd_index/?code=B01AX01&showdescription=yes
B01AX04,dermatan sulfate,https://atcddd.fhi.no//atc_ddd_index/?code=B01AX04&showdescription=yes
B01AX05,fondaparinux,https://atcddd.fhi.no//atc_ddd_index/?code=B01AX05&showdescription=yes
B01AX07,caplacizumab,https://atcddd.fhi.no//atc_ddd_index/?code=B01AX07&showdescription=yes
B02A,ANTIFIBRINOLYTICS,https://atcddd.fhi.no//atc_ddd_index/?code=B02A&showdescription=no
B02B,VITAMIN K AND OTHER HEMOSTATICS,https://atcddd.fhi.no//atc_ddd_index/?code=B02B&showdescription=no
B02AA,Amino acids,https://atcddd.fhi.no//atc_ddd_index/?code=B02AA&showdescription=no
B02AB,Proteinase inhibitors,https://atcddd.fhi.no//atc_ddd_index/?code=B02AB&showdescription=no
B02AA01,aminocaproic acid,https://atcddd.fhi.no//atc_ddd_index/?code=B02AA01&showdescription=yes
B02AA02,tranexamic acid,https://atcddd.fhi.no//atc_ddd_index/?code=B02AA02&showdescription=yes
B02AA03,aminomethylbenzoic acid,https://atcddd.fhi.no//atc_ddd_index/?code=B02AA03&showdescription=yes
B02AB01,aprotinin,https://atcddd.fhi.no//atc_ddd_index/?code=B02AB01&showdescription=yes
B02AB02,alfa1 antitrypsin,https://atcddd.fhi.no//atc_ddd_index/?code=B02AB02&showdescription=yes
B02AB04,camostat,https://atcddd.fhi.no//atc_ddd_index/?code=B02AB04&showdescription=yes
B02AB05,ulinastatin,https://atcddd.fhi.no//atc_ddd_index/?code=B02AB05&showdescription=yes
B02BA,Vitamin K,https://atcddd.fhi.no//atc_ddd_index/?code=B02BA&showdescription=no
B02BB,Fibrinogen,https://atcddd.fhi.no//atc_ddd_index/?code=B02BB&showdescription=no
B02BC,Local hemostatics,https://atcddd.fhi.no//atc_ddd_index/?code=B02BC&showdescription=no
B02BD,Blood coagulation factors,https://atcddd.fhi.no//atc_ddd_index/?code=B02BD&showdescription=no
B02BX,Other systemic hemostatics,https://atcddd.fhi.no//atc_ddd_index/?code=B02BX&showdescription=no
B02BA01,phytomenadione,https://atcddd.fhi.no//atc_ddd_index/?code=B02BA01&showdescription=yes
B02BA02,menadione,https://atcddd.fhi.no//atc_ddd_index/?code=B02BA02&showdescription=yes
B02BB01,"fibrinogen, human",https://atcddd.fhi.no//atc_ddd_index/?code=B02BB01&showdescription=yes
B02BC01,absorbable gelatin sponge,https://atcddd.fhi.no//atc_ddd_index/?code=B02BC01&showdescription=yes
B02BC02,oxidized cellulose,https://atcddd.fhi.no//atc_ddd_index/?code=B02BC02&showdescription=yes
B02BC03,tetragalacturonic acid hydroxymethylester,https://atcddd.fhi.no//atc_ddd_index/?code=B02BC03&showdescription=yes
B02BC05,adrenalone,https://atcddd.fhi.no//atc_ddd_index/?code=B02BC05&showdescription=yes
B02BC06,thrombin,https://atcddd.fhi.no//atc_ddd_index/?code=B02BC06&showdescription=yes
B02BC07,collagen,https://atcddd.fhi.no//atc_ddd_index/?code=B02BC07&showdescription=yes
B02BC08,calcium alginate,https://atcddd.fhi.no//atc_ddd_index/?code=B02BC08&showdescription=yes
B02BC09,epinephrine,https://atcddd.fhi.no//atc_ddd_index/?code=B02BC09&showdescription=yes
B02BC30,combinations,https://atcddd.fhi.no//atc_ddd_index/?code=B02BC30&showdescription=yes
B02BD01,"coagulation factor IX, II, VII and X in combination",https://atcddd.fhi.no//atc_ddd_index/?code=B02BD01&showdescription=yes
B02BD02,coagulation factor VIII,https://atcddd.fhi.no//atc_ddd_index/?code=B02BD02&showdescription=yes
B02BD03,factor VIII inhibitor bypassing activity,https://atcddd.fhi.no//atc_ddd_index/?code=B02BD03&showdescription=yes
B02BD04,coagulation factor IX,https://atcddd.fhi.no//atc_ddd_index/?code=B02BD04&showdescription=yes
B02BD05,coagulation factor VII,https://atcddd.fhi.no//atc_ddd_index/?code=B02BD05&showdescription=yes
B02BD06,von Willebrand factor and coagulation factor VIII in combination,https://atcddd.fhi.no//atc_ddd_index/?code=B02BD06&showdescription=yes
B02BD07,coagulation factor XIII,https://atcddd.fhi.no//atc_ddd_index/?code=B02BD07&showdescription=yes
B02BD08,coagulation factor VIIa,https://atcddd.fhi.no//atc_ddd_index/?code=B02BD08&showdescription=yes
B02BD10,von Willebrand factor,https://atcddd.fhi.no//atc_ddd_index/?code=B02BD10&showdescription=yes
B02BD11,catridecacog,https://atcddd.fhi.no//atc_ddd_index/?code=B02BD11&showdescription=yes
B02BD13,coagulation factor X,https://atcddd.fhi.no//atc_ddd_index/?code=B02BD13&showdescription=yes
B02BD14,susoctocog alfa,https://atcddd.fhi.no//atc_ddd_index/?code=B02BD14&showdescription=yes
B02BD15,valoctocogene roxaparvovec,https://atcddd.fhi.no//atc_ddd_index/?code=B02BD15&showdescription=yes
B02BD16,etranacogene dezaparvovec,https://atcddd.fhi.no//atc_ddd_index/?code=B02BD16&showdescription=yes
B02BD17,fidanacogene elaparvovec,https://atcddd.fhi.no//atc_ddd_index/?code=B02BD17&showdescription=yes
B02BD30,thrombin,https://atcddd.fhi.no//atc_ddd_index/?code=B02BD30&showdescription=yes
B02BX01,etamsylate,https://atcddd.fhi.no//atc_ddd_index/?code=B02BX01&showdescription=yes
B02BX02,carbazochrome,https://atcddd.fhi.no//atc_ddd_index/?code=B02BX02&showdescription=yes
B02BX03,batroxobin,https://atcddd.fhi.no//atc_ddd_index/?code=B02BX03&showdescription=yes
B02BX04,romiplostim,https://atcddd.fhi.no//atc_ddd_index/?code=B02BX04&showdescription=yes
B02BX05,eltrombopag,https://atcddd.fhi.no//atc_ddd_index/?code=B02BX05&showdescription=yes
B02BX06,emicizumab,https://atcddd.fhi.no//atc_ddd_index/?code=B02BX06&showdescription=yes
B02BX07,lusutrombopag,https://atcddd.fhi.no//atc_ddd_index/?code=B02BX07&showdescription=yes
B02BX08,avatrombopag,https://atcddd.fhi.no//atc_ddd_index/?code=B02BX08&showdescription=yes
B02BX09,fostamatinib,https://atcddd.fhi.no//atc_ddd_index/?code=B02BX09&showdescription=yes
B02BX10,concizumab,https://atcddd.fhi.no//atc_ddd_index/?code=B02BX10&showdescription=yes
B02BX11,marstacimab,https://atcddd.fhi.no//atc_ddd_index/?code=B02BX11&showdescription=yes
B03A,IRON PREPARATIONS,https://atcddd.fhi.no//atc_ddd_index/?code=B03A&showdescription=no
B03B,VITAMIN B12 AND FOLIC ACID,https://atcddd.fhi.no//atc_ddd_index/?code=B03B&showdescription=no
B03X,OTHER ANTIANEMIC PREPARATIONS,https://atcddd.fhi.no//atc_ddd_index/?code=B03X&showdescription=no
B03AA,"Iron bivalent, oral preparations",https://atcddd.fhi.no//atc_ddd_index/?code=B03AA&showdescription=no
B03AB,"Iron trivalent, oral preparations",https://atcddd.fhi.no//atc_ddd_index/?code=B03AB&showdescription=no
B03AC,"Iron, parenteral preparations",https://atcddd.fhi.no//atc_ddd_index/?code=B03AC&showdescription=no
B03AD,Iron in combination with folic acid,https://atcddd.fhi.no//atc_ddd_index/?code=B03AD&showdescription=no
B03AE,Iron in other combinations,https://atcddd.fhi.no//atc_ddd_index/?code=B03AE&showdescription=no
B03AA01,ferrous glycine sulfate,https://atcddd.fhi.no//atc_ddd_index/?code=B03AA01&showdescription=yes
B03AA02,ferrous fumarate,https://atcddd.fhi.no//atc_ddd_index/?code=B03AA02&showdescription=yes
B03AA03,ferrous gluconate,https://atcddd.fhi.no//atc_ddd_index/?code=B03AA03&showdescription=yes
B03AA04,ferrous carbonate,https://atcddd.fhi.no//atc_ddd_index/?code=B03AA04&showdescription=yes
B03AA05,ferrous chloride,https://atcddd.fhi.no//atc_ddd_index/?code=B03AA05&showdescription=yes
B03AA06,ferrous succinate,https://atcddd.fhi.no//atc_ddd_index/?code=B03AA06&showdescription=yes
B03AA07,ferrous sulfate,https://atcddd.fhi.no//atc_ddd_index/?code=B03AA07&showdescription=yes
B03AA08,ferrous tartrate,https://atcddd.fhi.no//atc_ddd_index/?code=B03AA08&showdescription=yes
B03AA09,ferrous aspartate,https://atcddd.fhi.no//atc_ddd_index/?code=B03AA09&showdescription=yes
B03AA10,ferrous ascorbate,https://atcddd.fhi.no//atc_ddd_index/?code=B03AA10&showdescription=yes
B03AA11,ferrous iodine,https://atcddd.fhi.no//atc_ddd_index/?code=B03AA11&showdescription=yes
B03AA12,ferrous sodium citrate,https://atcddd.fhi.no//atc_ddd_index/?code=B03AA12&showdescription=yes
B03AB01,ferric sodium citrate,https://atcddd.fhi.no//atc_ddd_index/?code=B03AB01&showdescription=yes
B03AB02,saccharated iron oxide,https://atcddd.fhi.no//atc_ddd_index/?code=B03AB02&showdescription=yes
B03AB03,sodium feredetate,https://atcddd.fhi.no//atc_ddd_index/?code=B03AB03&showdescription=yes
